age,education,workclass,occupation,marital-status,gender,native-country,hours-per-week,salary
54,Masters,Private,Management,Married,Female,USA,39,69030
53,Masters,Private,Sales,Divorced,Female,USA,21,58850
59,Masters,Private,Sales,Married,Female,Others,39,63830
50,HS-grad,Self-employed,Support,Divorced,Female,Canada,28,35840
33,Masters,Govt,IT,Married,Male,India,48,50500
60,Masters,Govt,Support,Married,Female,India,38,62619
62,Masters,Private,Sales,Single,Female,USA,54,66620
57,Bachelors,Self-employed,Support,Married,Male,India,59,51010
25,Bachelors,Self-employed,Support,Divorced,Female,India,31,32330
47,Bachelors,Private,Sales,Married,Male,Others,46,46540
47,PhD,Self-employed,IT,Divorced,Male,Others,41,73150
42,Bachelors,Private,Support,Single,Male,USA,49,42410
54,PhD,Self-employed,Management,Married,Male,India,21,81890
26,PhD,Private,Sales,Married,Female,India,23,49870
51,Bachelors,Self-employed,Management,Married,Female,Canada,46,57080
61,PhD,Self-employed,Management,Married,Male,Canada,38,89320
56,Bachelors,Self-employed,Support,Married,Female,USA,37,49370
48,HS-grad,Govt,Sales,Divorced,Female,Others,51,37750
53,PhD,Private,Management,Married,Female,USA,58,82800
50,PhD,Govt,Sales,Married,Female,Others,28,70280
65,Bachelors,Govt,IT,Divorced,Male,USA,23,61290
18,HS-grad,Self-employed,Sales,Married,Male,Others,24,23200
25,HS-grad,Private,Sales,Single,Female,Others,37,26930
44,HS-grad,Govt,Support,Married,Female,Others,39,33870
54,Bachelors,Self-employed,Sales,Divorced,Male,India,29,49610
51,Bachelors,Private,IT,Divorced,Male,Canada,50,53960
52,Bachelors,Self-employed,Support,Divorced,Male,Canada,39,47310
54,HS-grad,Govt,Sales,Married,Female,India,53,40490
28,Masters,Private,IT,Divorced,Female,India,34,46100
19,Bachelors,Self-employed,IT,Single,Female,India,28,33020
20,Bachelors,Private,Support,Married,Male,Others,35,29830
21,PhD,Govt,Sales,Single,Female,Others,52,47120
28,Masters,Self-employed,IT,Married,Female,USA,60,47400
25,HS-grad,Govt,Sales,Married,Female,Canada,39,27030
31,HS-grad,Private,Management,Single,Male,USA,56,36820
57,Masters,Self-employed,IT,Married,Female,India,60,68860
64,HS-grad,Private,Sales,Single,Male,Canada,35,43990
18,PhD,Self-employed,IT,Divorced,Female,Others,58,47900
22,Masters,Private,Sales,Single,Female,Canada,36,38520
60,Bachelors,Govt,Support,Married,Female,Canada,47,52029
34,Masters,Govt,Support,Single,Male,USA,56,46360
44,HS-grad,Private,IT,Single,Male,Others,25,39250
39,Bachelors,Private,Support,Married,Female,USA,43,40490
56,PhD,Private,IT,Single,Female,Canada,53,81850
18,Bachelors,Self-employed,Support,Divorced,Male,Others,44,29200
49,HS-grad,Govt,IT,Married,Male,Others,36,42300
38,Bachelors,Private,Support,Divorced,Female,India,32,39400
47,HS-grad,Private,IT,Single,Female,USA,22,40600
53,PhD,Govt,IT,Divorced,Female,USA,52,79100
43,PhD,Private,Sales,Divorced,Male,USA,32,64600
59,PhD,Self-employed,IT,Married,Male,India,38,83800
22,PhD,Govt,Support,Single,Male,Canada,36,46080
57,HS-grad,Govt,Management,Single,Male,Canada,32,49660
27,Bachelors,Self-employed,Management,Divorced,Female,India,60,41940
55,PhD,Govt,Sales,Married,Male,Others,22,74180
56,Bachelors,Govt,Sales,Divorced,Male,India,51,51830
45,Bachelors,Govt,Support,Married,Male,Others,31,43130
29,HS-grad,Private,IT,Divorced,Female,Canada,38,32400
60,Masters,Govt,Sales,Married,Male,USA,40,64559
19,Masters,Self-employed,Management,Married,Male,USA,31,41330
19,Masters,Private,Support,Single,Male,USA,54,36360
55,HS-grad,Private,Management,Married,Female,USA,55,49730
59,Bachelors,Private,Support,Single,Female,India,34,50840
39,Masters,Govt,Support,Single,Male,Others,46,49160
33,PhD,Self-employed,Management,Married,Male,USA,41,63150
53,Masters,Private,Sales,Divorced,Female,Others,41,59850
41,Masters,Private,Sales,Divorced,Female,Others,51,52190
37,PhD,Govt,Management,Divorced,Male,USA,33,66510
64,PhD,Private,Management,Single,Male,Others,47,92590
35,Bachelors,Govt,Sales,Divorced,Male,India,33,39170
20,HS-grad,Private,Support,Married,Male,Others,34,23540
60,PhD,Self-employed,IT,Single,Male,Others,35,84550
29,Masters,Private,Management,Single,Female,USA,28,48980
18,HS-grad,Govt,Sales,Divorced,Female,India,40,24000
45,HS-grad,Self-employed,IT,Married,Male,Canada,54,41200
23,PhD,Private,Management,Divorced,Male,Canada,32,53300
18,PhD,Govt,IT,Divorced,Male,USA,52,47600
53,PhD,Self-employed,Sales,Single,Female,USA,26,72700
20,Bachelors,Self-employed,Management,Single,Male,Others,34,36020
41,Bachelors,Self-employed,Support,Married,Male,Others,22,40520
33,Bachelors,Govt,Support,Married,Male,USA,30,36600
38,HS-grad,Private,Sales,Married,Female,India,49,33250
59,HS-grad,Self-employed,Support,Married,Male,Others,40,40220
58,Bachelors,Govt,Sales,Single,Male,Canada,22,51500
20,HS-grad,Govt,IT,Divorced,Male,USA,44,28200
57,PhD,Govt,IT,Single,Male,Others,57,82950
49,Masters,Private,IT,Single,Female,Canada,30,61440
25,HS-grad,Private,Sales,Divorced,Female,USA,57,27930
65,Bachelors,Private,Management,Single,Male,USA,34,65720
51,Bachelors,Govt,Management,Single,Male,Canada,60,57780
42,Masters,Govt,Support,Divorced,Male,USA,45,51090
25,HS-grad,Self-employed,Sales,Single,Female,Others,59,28030
63,Masters,Self-employed,Management,Divorced,Female,USA,35,75850
35,PhD,Self-employed,Management,Single,Female,Canada,37,64830
29,Bachelors,Govt,Sales,Divorced,Female,India,43,36310
62,Masters,Govt,Sales,Married,Male,India,59,66870
57,HS-grad,Private,Support,Married,Male,Canada,48,39780
54,Masters,Self-employed,Management,Divorced,Female,Others,53,69730
39,Bachelors,Private,Sales,Married,Female,Others,35,41510
54,PhD,Private,Sales,Divorced,Female,Others,45,74490
63,HS-grad,Govt,Support,Married,Male,USA,38,41800
26,Bachelors,Govt,Support,Married,Female,Canada,24,32519
64,Bachelors,Self-employed,Support,Single,Female,Others,26,53140
30,Masters,Self-employed,IT,Married,Male,Others,36,47680
51,Bachelors,Private,IT,Single,Male,USA,41,53510
38,Masters,Govt,IT,Divorced,Male,Others,59,54750
63,HS-grad,Govt,Management,Married,Female,Others,20,52300
53,PhD,Self-employed,Sales,Single,Female,USA,58,74300
37,Bachelors,Govt,IT,Married,Male,USA,38,44680
29,Bachelors,Govt,IT,Married,Female,Canada,22,38920
45,HS-grad,Self-employed,IT,Divorced,Female,India,60,41500
32,HS-grad,Self-employed,Management,Married,Male,India,28,35960
61,HS-grad,Govt,IT,Married,Male,Others,38,48400
34,PhD,Self-employed,Support,Divorced,Male,India,46,56420
48,Masters,Self-employed,Management,Single,Male,Others,21,63450
29,HS-grad,Govt,IT,Divorced,Male,USA,36,32300
28,HS-grad,Private,Support,Single,Male,Canada,56,28000
26,HS-grad,Self-employed,Support,Divorced,Male,Others,21,25410
39,HS-grad,Self-employed,Management,Married,Male,USA,52,40940
57,Masters,Self-employed,Sales,Single,Female,USA,38,62420
64,Masters,Self-employed,Sales,Divorced,Female,India,25,66530
59,Masters,Self-employed,Support,Married,Male,USA,21,61110
27,Bachelors,Private,Management,Single,Male,Others,24,40140
59,HS-grad,Private,Management,Divorced,Female,India,26,50440
26,Bachelors,Govt,Sales,Divorced,Female,Others,60,35480
47,Masters,Self-employed,Management,Married,Male,USA,42,63720
28,Bachelors,Govt,IT,Divorced,Male,Others,36,39000
31,Bachelors,Private,IT,Divorced,Female,Others,39,41010
19,Bachelors,Private,Sales,Divorced,Male,India,45,30810
65,Bachelors,Self-employed,Sales,Single,Male,USA,36,56120
45,Bachelors,Govt,Support,Married,Female,USA,27,42930
20,Bachelors,Private,Sales,Single,Male,Canada,56,31920
60,Masters,Private,Management,Married,Male,USA,34,73460
24,Bachelors,Private,Support,Married,Female,USA,28,31640
58,Masters,Govt,IT,Married,Female,Others,29,68050
47,PhD,Self-employed,Support,Married,Male,Others,60,67780
64,Masters,Private,IT,Single,Female,USA,22,72140
48,Masters,Private,IT,Married,Male,Canada,37,61050
38,Bachelors,Private,Support,Divorced,Male,USA,41,39850
26,Masters,Private,IT,Divorced,Female,USA,58,45820
31,Masters,Govt,Support,Married,Female,Canada,30,43080
43,Bachelors,Self-employed,IT,Married,Female,Canada,51,49050
20,Bachelors,Self-employed,Management,Divorced,Male,India,26,35620
37,PhD,Govt,Support,Divorced,Male,USA,23,57729
30,Masters,Govt,Management,Divorced,Male,India,55,51110
30,Bachelors,Govt,Support,Married,Male,USA,46,35780
54,PhD,Self-employed,IT,Married,Female,USA,60,80400
27,Bachelors,Govt,Sales,Married,Male,Others,32,34640
25,HS-grad,Govt,IT,Divorced,Female,USA,23,29650
35,Bachelors,Govt,Management,Married,Male,USA,51,46770
26,HS-grad,Govt,Support,Divorced,Female,USA,31,25910
64,Masters,Govt,IT,Divorced,Female,Canada,29,72490
34,PhD,Self-employed,Support,Married,Female,USA,58,57020
27,PhD,Govt,Management,Married,Female,USA,60,58460
23,HS-grad,Self-employed,Support,Divorced,Male,India,58,26000
29,PhD,Self-employed,Management,Married,Female,USA,28,58740
50,Bachelors,Private,Sales,Married,Female,Canada,42,48020
57,HS-grad,Private,Sales,Divorced,Female,Canada,50,41660
26,HS-grad,Self-employed,IT,Single,Male,Canada,56,31799
19,PhD,Self-employed,Sales,Married,Female,India,37,44690
39,PhD,Govt,IT,Single,Male,USA,47,66250
53,HS-grad,Govt,Support,Married,Female,Canada,29,37150
62,Masters,Govt,Support,Married,Female,Others,42,64140
27,PhD,Self-employed,Sales,Married,Male,India,35,51310
56,HS-grad,Govt,Support,Divorced,Male,India,48,39360
46,Bachelors,Govt,Sales,Married,Female,India,42,45780
61,PhD,Self-employed,IT,Single,Female,India,42,85800
20,PhD,Private,Sales,Married,Female,India,43,45830
55,Masters,Self-employed,IT,Married,Male,India,41,66430
21,Bachelors,Private,Sales,Single,Male,Others,22,30780
27,Bachelors,Self-employed,Management,Divorced,Male,USA,59,41890
58,Bachelors,Self-employed,Support,Married,Male,India,33,50250
59,PhD,Private,Management,Divorced,Female,Canada,30,87040
49,Masters,Self-employed,Sales,Married,Female,Canada,21,56130
30,HS-grad,Govt,Sales,Single,Male,Canada,38,29180
40,PhD,Self-employed,Management,Single,Male,India,56,70480
49,Masters,Govt,Sales,Divorced,Female,India,53,57730
41,HS-grad,Self-employed,Sales,Married,Female,Others,35,33870
38,Masters,Self-employed,IT,Divorced,Male,Others,43,53950
18,Masters,Private,Support,Married,Female,India,29,34450
27,HS-grad,Self-employed,Support,Single,Female,USA,26,26080
50,Masters,Govt,Management,Single,Male,India,49,66410
40,HS-grad,Govt,IT,Married,Male,Others,32,37600
37,PhD,Self-employed,Sales,Divorced,Female,USA,21,59009
24,Masters,Private,IT,Divorced,Female,USA,26,42740
50,Bachelors,Govt,IT,Divorced,Male,Canada,60,53840
24,HS-grad,Govt,IT,Single,Female,Others,59,30950
65,Bachelors,Private,IT,Married,Male,India,40,62140
56,PhD,Private,Management,Married,Male,USA,25,83970
55,HS-grad,Govt,Sales,Married,Male,Others,57,41130
33,Bachelors,Govt,Sales,Divorced,Male,USA,37,38250
57,PhD,Self-employed,IT,Married,Male,USA,38,82000
46,HS-grad,Self-employed,Sales,Single,Female,Others,30,35820
38,Bachelors,Self-employed,IT,Divorced,Female,India,45,45650
20,Bachelors,Private,Sales,Married,Male,Others,42,31220
49,Masters,Private,Support,Married,Male,Canada,55,56210
37,HS-grad,Self-employed,Management,Divorced,Female,India,47,39610
65,HS-grad,Private,IT,Divorced,Female,USA,51,51050
45,Bachelors,Private,Management,Married,Female,India,48,53220
32,PhD,Self-employed,Support,Married,Female,Canada,54,55180
47,Masters,Self-employed,Management,Single,Male,Canada,33,63270
48,Masters,Private,Sales,Married,Female,India,45,56650
45,Masters,Self-employed,IT,Married,Male,Others,57,59830
18,HS-grad,Self-employed,Sales,Married,Female,Canada,58,24900
40,Masters,Private,IT,Married,Female,Others,43,55430
32,Bachelors,Private,IT,Divorced,Female,Others,46,41980
56,Bachelors,Govt,Sales,Single,Female,Others,31,50830
26,Masters,Private,Management,Married,Female,Others,56,48040
62,Bachelors,Govt,Support,Single,Female,Others,36,52560
38,HS-grad,Govt,Support,Divorced,Female,Others,51,31949
47,Masters,Govt,IT,Married,Male,India,29,59910
51,Masters,Private,Support,Single,Male,India,58,57680
51,Bachelors,Private,Management,Single,Male,India,41,56830
27,Masters,Self-employed,Sales,Married,Female,Canada,24,41320
41,HS-grad,Private,Sales,Married,Male,India,55,34870
49,PhD,Private,Sales,Single,Female,Canada,43,70190
43,PhD,Govt,Sales,Single,Male,USA,52,65600
41,PhD,Private,Sales,Single,Female,USA,54,64020
18,Masters,Self-employed,Sales,Married,Male,Others,47,36350
49,Masters,Private,IT,Single,Male,USA,45,62190
57,PhD,Private,IT,Single,Female,India,28,81500
25,HS-grad,Private,IT,Married,Female,Others,59,31450
47,Bachelors,Govt,Sales,Single,Female,India,23,45390
42,Masters,Self-employed,Support,Divorced,Female,Others,25,50090
50,HS-grad,Self-employed,Sales,Divorced,Female,Canada,52,38680
25,PhD,Govt,Management,Married,Male,Others,51,56130
42,Masters,Private,IT,Single,Female,Others,35,56510
60,PhD,Private,Support,Married,Male,Others,39,77390
58,Bachelors,Govt,Management,Married,Female,India,27,60750
25,Bachelors,Private,Sales,Divorced,Female,Canada,39,33870
65,PhD,Self-employed,IT,Married,Female,India,28,88700
39,HS-grad,Private,Management,Divorced,Female,Others,50,40840
29,Masters,Self-employed,Management,Married,Male,Others,29,49030
40,HS-grad,Self-employed,Sales,Married,Female,Canada,39,33630
57,PhD,Self-employed,Sales,Divorced,Male,India,56,77560
52,Masters,Private,IT,Divorced,Male,India,37,64010
57,Masters,Govt,Support,Single,Male,Canada,52,61340
64,Masters,Self-employed,IT,Married,Female,USA,33,72690
38,HS-grad,Govt,IT,Single,Female,USA,54,37700
57,Bachelors,Self-employed,IT,Married,Male,Others,50,57680
45,HS-grad,Self-employed,IT,Married,Male,USA,37,40350
30,PhD,Private,Support,Single,Female,Others,42,52940
56,PhD,Private,Support,Divorced,Male,USA,41,74210
55,PhD,Private,Management,Divorced,Female,Others,22,82880
34,HS-grad,Private,IT,Single,Male,India,28,34400
32,Masters,Govt,Sales,Divorced,Female,USA,26,44820
57,Masters,Private,Sales,Divorced,Female,Others,30,62020
63,Bachelors,Private,IT,Divorced,Female,Others,55,61650
45,HS-grad,Govt,IT,Divorced,Female,Others,56,41300
44,Masters,Govt,Support,Single,Male,Others,23,51310
34,Masters,Private,Sales,Divorced,Female,Canada,60,47880
35,Bachelors,Govt,IT,Single,Female,USA,35,43290
56,Bachelors,Govt,Management,Single,Male,India,50,60580
34,PhD,Self-employed,Support,Single,Male,Others,27,55470
21,PhD,Private,IT,Divorced,Female,Others,24,48900
57,Masters,Private,IT,Married,Male,Canada,29,67310
64,PhD,Self-employed,Management,Single,Female,Canada,41,92290
65,Bachelors,Self-employed,Support,Married,Female,Others,57,55230
21,HS-grad,Govt,Sales,Divorced,Male,Others,30,24820
53,Bachelors,Self-employed,Support,Divorced,Male,India,47,48250
46,PhD,Self-employed,Management,Divorced,Male,Canada,54,76020
41,HS-grad,Self-employed,Sales,Divorced,Male,USA,34,33820
52,Masters,Govt,IT,Divorced,Male,India,21,63210
23,Bachelors,Self-employed,Management,Single,Female,USA,35,38050
38,Masters,Private,Sales,Single,Female,India,52,50200
28,Masters,Private,Management,Divorced,Female,India,35,48550
43,Masters,Self-employed,IT,Single,Female,Others,60,58500
41,PhD,Private,Support,Single,Male,India,38,61760
57,HS-grad,Govt,Management,Single,Female,Others,33,49710
19,Bachelors,Private,Support,Single,Female,USA,58,30440
22,HS-grad,Govt,IT,Divorced,Male,Canada,30,28500
20,HS-grad,Govt,Management,Married,Male,Canada,28,29480
51,Bachelors,Self-employed,Management,Divorced,Female,India,24,55980
31,Bachelors,Govt,Support,Married,Female,India,26,35320
51,Bachelors,Govt,IT,Divorced,Female,India,58,54360
56,PhD,Self-employed,Support,Single,Female,India,55,74910
48,HS-grad,Govt,Support,Divorced,Male,USA,57,36450
36,Bachelors,Self-employed,Sales,Married,Male,USA,37,39930
50,Bachelors,Self-employed,Management,Single,Female,Canada,52,56720
23,HS-grad,Govt,Management,Married,Male,Canada,50,32200
54,PhD,Govt,IT,Single,Female,Others,23,78550
27,Bachelors,Self-employed,Support,Divorced,Female,Others,54,34560
44,HS-grad,Self-employed,Sales,Divorced,Female,India,23,34590
34,Masters,Private,Support,Married,Male,USA,24,44760
61,Masters,Private,Sales,Single,Male,Others,56,66040
24,PhD,Private,Sales,Divorced,Male,Others,38,48940
56,PhD,Private,Support,Married,Male,USA,59,75110
37,Masters,Private,Support,Married,Female,Canada,45,47790
65,HS-grad,Self-employed,Sales,Married,Male,India,37,44530
47,Bachelors,Govt,Management,Single,Female,Others,23,53290
52,Masters,Govt,Management,Single,Female,Others,47,67870
51,Masters,Private,IT,Married,Female,India,24,62620
54,Bachelors,Govt,Support,Single,Male,India,20,47440
63,Masters,Self-employed,Management,Divorced,Female,Others,21,75150
63,Bachelors,Private,Management,Divorced,Male,India,32,64300
44,HS-grad,Self-employed,Management,Single,Male,Others,33,42690
48,PhD,Self-employed,Sales,Divorced,Female,India,48,69600
27,PhD,Private,Support,Single,Male,Others,58,51280
36,PhD,Govt,Sales,Single,Female,Canada,37,58969
58,Bachelors,Private,Sales,Married,Female,USA,20,51400
19,Bachelors,Govt,Support,Divorced,Male,USA,34,29240
31,PhD,Self-employed,Sales,Married,Female,India,47,55270
20,Masters,Govt,Sales,Divorced,Male,Canada,28,36760
58,HS-grad,Self-employed,Sales,Divorced,Male,USA,55,42350
22,Masters,Self-employed,Management,Married,Male,India,47,44470
19,Bachelors,Private,Sales,Divorced,Female,USA,35,30310
64,HS-grad,Private,Sales,Single,Male,USA,39,44190
37,Masters,Self-employed,Management,Married,Male,India,33,55469
30,PhD,Private,Management,Single,Male,USA,47,60630
24,HS-grad,Self-employed,IT,Single,Male,Canada,25,29250
39,Bachelors,Private,IT,Single,Female,Canada,24,45220
62,Masters,Private,Sales,Divorced,Female,India,21,64970
40,HS-grad,Self-employed,Sales,Single,Female,India,39,33630
63,PhD,Govt,Management,Single,Male,Others,46,91600
46,Masters,Govt,Support,Single,Male,Others,25,52730
23,PhD,Govt,Support,Divorced,Male,India,20,46100
28,HS-grad,Self-employed,Management,Single,Female,India,59,35350
65,PhD,Private,Sales,Single,Female,India,43,83630
21,Masters,Govt,Support,Married,Male,India,56,37780
32,Masters,Private,Support,Married,Male,India,23,43390
21,Masters,Self-employed,Management,Divorced,Male,USA,30,42840
37,Masters,Self-employed,Management,Single,Male,India,59,56769
